code,HFCSAR4_IPC2_TOTAL_NET_HISTORY_UNFCCC2019BI
entity,HFCSAR4
category,IPC2
name_category,IndustrialProcessesAndProductUse
type,NET
class,TOTAL
descr,GHG data submitted to the UNFCCC by Parties: non-AnnexI Parties only. See http://unfccc.int/di/DetailedByParty.do
note,Read in by JG and RG
source,UNFCCC2019BI
scenario,HISTORY
datatype,CountryYearMatrix
tablekind,usr
family,emi
subsource,UNFCCC_2019B.csv
unit,MtCO2eq
gwp,AR4
iso3,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
ARG,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.78671,NaN,NaN,1.137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.15386,NaN,0.21317,NaN,NaN,NaN,NaN
AZE,0.312,NaN,NaN,NaN,NaN,0.078,NaN,NaN,NaN,NaN,0.5172,0.5268,0.54,0.5784,0.6276,0.7248,0.8112,0.9252,1.0236,1.1184,1.23,1.0512,1.128,1.2384,NaN,NaN,NaN
BOL,0.010872,NaN,NaN,NaN,0.018144,NaN,NaN,NaN,31.2036,NaN,25.8084,NaN,11.4257,NaN,24.6229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BRA,1.6882,1.9319,2.3035,2.4316,2.3055,2.1525,1.323,1.594,0.61994,1.958,0.8362,1.2446,1.5533,1.8289,2.5307,2.7882,4.1365,4.849,5.5987,6.3806,8.1392,7.5625,8.4018,9.2684,10.162,11.0828,NaN
CHL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.034092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0355,NaN,NaN,1.9226,NaN,NaN,2.941
EARTH,4.1223,3.9721,5.2984,6.4963,8.3376,10.4083,12.0258,15.6032,42.6193,17.7361,44.5309,15.2728,31.5935,17.6763,43.9559,22.201,24.9848,29.8533,31.4127,30.7025,40.2191,37.9491,37.6114,33.6025,20.5091,11.0828,2.941
GEO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.9998e-06,NaN,NaN,NaN,NaN,NaN,0.33432,0.44101,0.56095,0.65603,0.165,0.28587,0.42522,0.24963,NaN,NaN,NaN
KEN,NaN,NaN,NaN,NaN,NaN,0.005928,NaN,NaN,NaN,NaN,0.016692,NaN,NaN,NaN,NaN,0.042276,NaN,NaN,NaN,NaN,0.084396,NaN,NaN,NaN,NaN,NaN,NaN
KOR,1.1794,0.95866,2.2527,2.5407,4.6055,6.1018,6.9348,8.5921,5.8933,9.6738,10.132,7.022,10.3831,7.7315,7.9092,7.9814,7.3176,8.8356,8.2573,7.0154,9.7051,9.4884,10.4333,9.7137,10.2451,NaN,NaN
LCA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0492,NaN,NaN,NaN,NaN,0.045264,NaN,NaN,NaN,NaN,0.045264,NaN,NaN,NaN,NaN,NaN,NaN
MDA,NaN,NaN,NaN,NaN,NaN,0.0022756,0.0048878,0.0079265,0.011351,0.013748,0.016053,0.019807,0.023392,0.031025,0.038435,0.047294,0.056487,0.072437,0.091599,0.10455,0.1229,0.13487,0.15122,0.17062,NaN,NaN,NaN
MEX,0.93182,1.0816,0.74228,1.5241,1.4085,2.0677,3.763,4.6225,4.8911,6.0906,5.7067,5.8922,7.0241,7.1226,7.6701,10.026,11.2512,14.1402,15.0504,14.7026,18.678,18.5189,16.6996,10.1779,NaN,NaN,NaN
MUS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.092137,0.15356,0.10331,0.058633,0.053048,0.008376,0.4957,NaN,NaN,NaN,NaN,NaN,NaN,0.86132,NaN,NaN,NaN
MYS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16514,0.40622,0.51652,0.31442,0.44756,0.52291,0.5148,0.5772,0.6552,0.702,0.7488,0.81806,NaN,NaN,NaN,NaN,NaN
SGP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.047922,NaN,0.045506,NaN,NaN,NaN,NaN
URY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003504,NaN,0.02191,NaN,0.010524,NaN,0.024052,NaN,0.1362,NaN,0.036446,NaN,6.8292e-05,NaN,0.10206,NaN,NaN
UZB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0076049,0.0076049,0.0020245,0.01086,0.045834,0.014542,0.043077,0.012637,0.038774,0.023029,0.026726,0.089303,0.11339,NaN,NaN,NaN,NaN
