code,CO2AR4_IPC2_TOTAL_NET_HISTORY_UNFCCC2019BI
entity,CO2
category,IPC2
name_category,IndustrialProcessesAndProductUse
type,NET
class,TOTAL
descr,Result of CO2_CAT2_TOTAL_NET_HISTORY_UNFCCC2019BT+CO2_CAT3_TOTAL_NET_HISTORY_UNFCCC2019BT - regarding information just missing in one of the tables as zero
note,calculated by the function combine_tables by Julia_dot_Nabel_at_pik_minus_potsdam_dot_de
source,UNFCCC2019BI
scenario,HISTORY
datatype,CountryYearMatrix
tablekind,usr
family,emi
subsource,UNFCCC_2019B.csv
unit,MtCO2eq
gwp,AR4
iso3,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
ALB,0.19871,0.35466,0.23047,0.25773,0.28446,0.3018,0.24842,0.1571,0.14205,0.15035,0.52,0.852,0.806,0.966,1.043,1.118,1.195,1.47,1.547,1.6231,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ARE,NaN,NaN,NaN,NaN,3.443,NaN,NaN,NaN,NaN,NaN,6.466,NaN,NaN,NaN,NaN,8.629,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.6759,NaN,NaN
ARG,6.7659,NaN,NaN,NaN,7.3126,NaN,NaN,9.2181,NaN,NaN,9.6119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.4215,NaN,14.7132,NaN,NaN,NaN,NaN
ARM,0.63033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.11968,NaN,NaN,NaN,NaN,NaN,0.32378,NaN,NaN,NaN,0.22596,NaN,NaN,NaN,NaN,NaN,NaN
AZE,1.1427,1.0927,1.0462,0.66925,0.30042,0.1061,0.11103,0.14795,0.09785,0.08332,0.12124,0.26001,0.45862,0.57367,0.82798,1.1755,1.3076,1.5306,1.1883,0.8471,1.0778,1.5369,1.9948,1.2936,NaN,NaN,NaN
BGD,NaN,NaN,NaN,NaN,1.2815,NaN,NaN,NaN,NaN,NaN,NaN,2.9158,NaN,NaN,NaN,2.9127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BIH,3.3393,2.4998,0.04204,NaN,NaN,0.02106,0.08898,0.19061,0.30727,0.39449,0.45565,0.59663,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.998,2.188,NaN,NaN
BOL,0.31397,NaN,NaN,NaN,0.4635,NaN,NaN,NaN,0.65402,NaN,0.60748,NaN,0.5949,NaN,0.75149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BRA,43.551,49.037,47.44,50.584,51.277,54.373,57.767,60.268,61.49,60.214,64.314,61.836,64.282,64.956,67.118,65.75,65.238,71.166,73.49,64.844,80.786,87.398,87.87,88.089,86.822,84.212,NaN
CHL,2.884,NaN,NaN,NaN,3.8537,NaN,NaN,NaN,NaN,NaN,5.3834,NaN,NaN,NaN,NaN,NaN,4.9026,NaN,NaN,NaN,3.6886,NaN,NaN,3.4797,NaN,NaN,3.3225
CHN,NaN,NaN,NaN,NaN,277.981,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,568.6,NaN,NaN,NaN,NaN,NaN,NaN,1193.165,NaN,NaN,NaN,NaN
COL,4.7445,NaN,NaN,NaN,5.2123,NaN,NaN,NaN,NaN,NaN,5.8715,NaN,NaN,NaN,6.9054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CRI,0.3679,NaN,NaN,NaN,NaN,NaN,0.4171,NaN,NaN,NaN,0.3875,NaN,NaN,NaN,NaN,0.4966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CUB,2.2002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2415,NaN,1.3185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DOM,0.5411,NaN,NaN,NaN,0.6438,NaN,NaN,NaN,1.0457,NaN,0.81106,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8034,NaN,NaN,NaN,NaN,NaN,NaN
EARTH,183.3051,130.2117,128.8274,135.6551,584.9148,124.5526,132.0055,145.3772,132.6597,132.006,377.3249,160.1486,164.7035,161.0844,179.1251,768.8843,178.9832,179.773,184.1541,167.5116,427.7521,195.6225,1459.8564,200.7988,148.0337,86.5886,3.3225
EGY,9.777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.5949,NaN,NaN,NaN,NaN,20.4206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ETH,0.139,0.123,0.193,0.235,0.35446,0.35503,0.22033,0.28886,0.28208,0.46885,0.47484,0.52282,0.57024,0.8092,0.84035,1.5203,0.97353,2.707,1.4875,1.9734,1.222,1.8772,1.7529,1.758,NaN,NaN,NaN
GEO,1.042,0.716,0.401,0.287,0.144,0.136,0.188,0.207,NaN,NaN,0.5281,0.457,0.55,0.629,0.803,1.03,1.289,1.878,1.943,1.444,0.85873,1.881,2.1494,2.1962,NaN,NaN,NaN
GHA,0.29117,0.29579,0.30214,0.31324,0.26143,0.26241,0.24892,0.2805,0.12431,0.1889,1.4254,0.30813,0.23143,0.05473,0.04131,0.11787,0.24345,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
