code,KYOTOGHGAR4_IPC2_TOTAL_NET_HISTORY_UNFCCC2019BI
entity,KYOTOGHGAR4
category,IPC2
name_category,IndustrialProcessesAndProductUse
type,NET
class,TOTAL
descr,Result of KYOTOGHGAR4_CAT2_TOTAL_NET_HISTORY_UNFCCC2019BT+KYOTOGHGAR4_CAT3_TOTAL_NET_HISTORY_UNFCCC2019BT - regarding information just missing in one of the tables as zero
note,calculated by the function combine_tables by Julia_dot_Nabel_at_pik_minus_potsdam_dot_de
source,UNFCCC2019BI
scenario,HISTORY
datatype,CountryYearMatrix
tablekind,usr
family,emi
subsource,UNFCCC_2019B.csv
unit,MtCO2eq
gwp,AR4
iso3,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
ALB,0.21063,0.42022,0.25133,0.26965,0.29638,0.30478,0.2514,0.1571,0.14205,0.15035,0.52,0.852,0.806,0.966,1.043,1.118,1.195,1.47,1.6094,1.7167,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ARE,NaN,NaN,NaN,NaN,3.468,NaN,NaN,NaN,NaN,NaN,6.466,NaN,NaN,NaN,NaN,9.5571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.6759,NaN,NaN
ARG,8.7237,NaN,NaN,NaN,8.0572,NaN,NaN,10.7492,NaN,NaN,11.3433,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.9536,NaN,15.374,NaN,NaN,NaN,NaN
ARM,0.63033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.11968,NaN,NaN,NaN,NaN,NaN,0.32378,NaN,NaN,NaN,0.22596,NaN,NaN,NaN,NaN,NaN,NaN
AZE,1.4547,1.3964,1.2714,0.81975,0.45042,0.18485,0.11278,0.14895,0.0986,0.08482,0.63969,0.78781,1.0009,1.1536,1.4573,1.9025,2.1214,2.459,2.2155,1.9695,2.3123,2.593,3.1282,2.5379,NaN,NaN,NaN
BGD,NaN,NaN,NaN,NaN,1.2815,NaN,NaN,NaN,NaN,NaN,NaN,2.9158,NaN,NaN,NaN,2.9127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BIH,3.5459,2.4998,0.04204,NaN,NaN,0.02106,0.08898,0.19061,0.30727,0.39449,0.45565,0.59663,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.998,2.188,NaN,NaN
BOL,0.32484,NaN,NaN,NaN,0.48164,NaN,NaN,NaN,31.8576,NaN,26.4159,NaN,12.0206,NaN,25.3744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BRA,52.7073,59.4059,58.031,62.3709,62.9231,65.9773,67.2245,68.8083,71.2115,71.1407,74.0952,70.5325,74.7921,75.5127,80.7652,78.739,80.2256,80.4929,83.3363,73.9389,91.5097,97.499,98.6579,99.6047,99.1587,97.3517,NaN
CHL,3.3054,NaN,NaN,NaN,4.2751,NaN,NaN,NaN,NaN,NaN,6.1853,NaN,NaN,NaN,NaN,NaN,5.2626,NaN,NaN,NaN,5.539,NaN,NaN,6.1867,NaN,NaN,7.0066
CHN,NaN,NaN,NaN,NaN,282.451,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,793.4287,NaN,NaN,NaN,NaN,NaN,NaN,1490.8551,NaN,NaN,NaN,NaN
COL,4.8091,NaN,NaN,NaN,5.2966,NaN,NaN,NaN,NaN,NaN,7.3075,NaN,NaN,NaN,9.1992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CRI,0.3679,NaN,NaN,NaN,NaN,NaN,0.5655,NaN,NaN,NaN,0.3875,NaN,NaN,NaN,NaN,0.4966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CUB,3.1895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2862,NaN,1.3364,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DOM,0.5411,NaN,NaN,NaN,0.6438,NaN,NaN,NaN,1.0457,NaN,0.81106,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8034,NaN,NaN,NaN,NaN,NaN,NaN
EARTH,208.2449,151.5938,151.0776,158.9262,623.4622,154.5102,165.0464,182.8269,197.444,174.6675,480.9873,200.7048,222.8648,209.1203,280.348,1058.3243,240.3906,231.8474,237.7741,217.6611,498.1916,254.6589,1817.306,256.7689,187.2393,104.8933,7.0066
EGY,10.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.7442,NaN,NaN,NaN,NaN,26.5718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ETH,0.139,0.123,0.193,0.235,0.35446,0.35503,0.22033,0.28886,0.28208,0.46885,0.47484,0.52282,0.57024,0.8092,0.84035,1.5203,0.97353,2.707,1.4875,1.9734,1.222,1.8772,1.7529,1.758,NaN,NaN,NaN
GEO,1.5277,1.2187,0.68645,0.50455,0.27001,0.29407,0.43892,0.48414,NaN,NaN,0.98813,0.81517,0.96402,1.099,1.4812,1.8508,2.1717,2.9389,2.9004,2.8303,1.7889,2.9536,3.354,3.2386,NaN,NaN,NaN
GHA,0.92022,0.92484,1.0059,1.017,0.81573,0.74196,0.72847,0.8348,0.27381,0.3384,1.5002,0.38288,0.30618,0.05473,0.04131,0.11787,0.24345,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GTM,0.54466,NaN,NaN,NaN,0.77753,NaN,NaN,NaN,NaN,NaN,1.2357,NaN,NaN,NaN,NaN,1.5411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IDN,14.3045,14.7037,15.591,17.3894,19.1457,NaN,NaN,NaN,NaN,NaN,43.0816,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,NaN,NaN,NaN,NaN,102.61,NaN,NaN,NaN,NaN,NaN,90.4586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,135.513,NaN,NaN,NaN,NaN,NaN,NaN
