code,N2OAR4_IPCMLULUCF_TOTAL_NET_HISTORY_UNFCCC2019BI
entity,N2O
category,IPCMLULUCF
name_category,LULUCF
type,NET
class,TOTAL
descr,GHG data submitted to the UNFCCC by Parties: non-AnnexI Parties only. See http://unfccc.int/di/DetailedByParty.do
note,Read in by JG and RG
source,UNFCCC2019BI
scenario,HISTORY
datatype,CountryYearMatrix
tablekind,usr
family,emi
subsource,UNFCCC_2019B.csv
unit,MtCO2eq
gwp,AR4
iso3,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
ARG,0.050343,NaN,NaN,NaN,0.054897,NaN,NaN,0.11615,NaN,NaN,0.056954,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6109,NaN,0.46488,NaN,NaN,NaN,NaN
BOL,0.1043,NaN,NaN,NaN,0.1639,NaN,NaN,NaN,0.16688,NaN,0.19966,NaN,1.4464,NaN,3.0691,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BRA,12.6829,12.2716,14.0328,14.6258,14.5156,31.88,24.0456,20.9524,23.8579,23.8251,24.4241,24.433,26.8409,43.1951,45.4182,37.3245,31.3377,29.1742,30.2321,15.3947,14.0298,13.1895,13.4785,15.0877,13.0792,14.1043,NaN
CHL,0.0894,NaN,NaN,NaN,0.2086,NaN,NaN,NaN,NaN,NaN,0.0298,NaN,NaN,NaN,NaN,NaN,0.40558,NaN,NaN,NaN,0.1192,NaN,NaN,0.0298,NaN,NaN,0.0894
COL,0.3129,NaN,NaN,NaN,0.00894,NaN,NaN,NaN,NaN,NaN,0.02682,NaN,NaN,NaN,0.02682,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CRI,0.02384,NaN,NaN,NaN,NaN,NaN,0.022052,NaN,NaN,NaN,0.00894,NaN,NaN,NaN,NaN,0.0149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DOM,0.00894,NaN,NaN,NaN,0.01192,NaN,NaN,NaN,0.000298,NaN,0.001192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.038025,NaN,NaN,NaN,NaN,NaN,NaN
EARTH,14.7894,14.0209,15.6135,15.8837,18.4051,32.362,24.5088,22.5875,26.2731,25.6225,29.647,25.9182,29.9193,44.9198,50.0838,41.4435,33.7041,29.5081,30.6075,15.9041,16.1729,17.0308,17.3048,15.6293,13.109,14.1043,0.0894
GEO,0.030754,0.02086,0.0149,0.01788,0.02086,0.0149,0.01788,0.019668,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.96e-05,NaN,NaN,NaN
GHA,0.03576,0.03576,0.03576,0.03576,0.03576,0.03576,0.03576,1.2844,1.3797,1.4811,1.2814,1.2993,1.3559,1.3559,1.4304,1.4691,1.4304,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
