iso3, Y1990, Y1991, Y1992, Y1993, Y1994, Y1995, Y1996, Y1997, Y1998, Y1999, Y2000, Y2001, Y2002, Y2003, Y2004, Y2005, Y2006, Y2007, Y2008, Y2009, Y2010, Y2011, Y2012, Y2013, Y2014, Y2015, Y2016, Y2017, Y2018, Y2019, Y2020, Y2021, Y2022, Y2023, Y2024, Y2025, Y2026, Y2027, Y2028, Y2029, Y2030
ABW, 1.7053, 1.749, 1.5329, 1.6681, 1.6907000000000003, 1.7488, 1.7642, 1.8211, 1.8756, 1.8881, 2.4681, 2.499, 2.5289, 2.6556, 2.7111, 2.8145, 2.8117, 2.9208, 2.7569, 2.7285, 2.6095, 2.6039, 1.4532, 0.96826, 0.9808600000000002, 1.0009, 1.0284, 1.025, 0.5894199999999999, 0.6177533333333334, 0.6481266666666666, 0.68135, 0.7174299999999999, 0.75618, 0.7974066666666667, 0.8409200000000001, 0.8872666666666666, 0.9368566666666668, 0.9891866666666664, 1.0437966666666665, 1.1002666666666667
AFG, 12.8281, 13.0307, 12.0476, 12.1969, 12.24, 12.8216, 13.9125, 14.8752, 15.6795, 16.5714, 14.8423, 13.286, 15.9498, 16.7076, 16.3504, 17.1656, 17.567, 18.3722, 21.7611, 24.884, 28.6984, 32.6811, 31.2559, 30.5344, 32.0983, 31.6482, 33.5513, 34.0195, 35.42761394824692, 36.83572789649384, 38.24384184474076, 39.30480742954402, 40.34835561632261, 41.37448640507652, 42.38319979580575, 43.3744957885103, 44.009429361138466, 44.58520579979106, 45.10182510446811, 45.559287275169595, 45.95759231189553
AGO, 72.2615, 74.4525, 76.7984, 76.156, 69.8744, 81.2641, 82.0381, 77.2704, 79.961, 75.8694, 70.5544, 71.7326, 76.1997, 76.6953, 86.2492, 87.1718, 84.6794, 90.1656, 89.1923, 91.0484, 97.0942, 99.5551, 100.8591, 97.0342, 97.0693, 100.353, 100.8752, 100.5013, 107.04733333333333, 113.59336666666668, 120.1394, 110.03592186666104, 100.12546279999155, 90.40802279999156, 80.88360186666102, 71.55220000000001, 57.11278595351784, 43.23318893027676, 29.913408930276766, 17.15344595351784, 4.953299999999999
AIA, 0.054376999999999995, 0.054476, 0.058155, 0.06931699999999999, 0.069626, 0.069793, 0.073539, 0.073516, 0.080897, 0.084593, 0.092123, 0.09945599999999999, 0.09955399999999999, 0.10699000000000004, 0.12612, 0.13360999999999998, 0.1484, 0.15575999999999998, 0.15572, 0.15202000000000002, 0.15581, 0.14856, 0.1486, 0.14167000000000002, 0.14915, 0.15231, 0.15669, 0.15602, 0.15074, 0.15074, 0.15074, 0.15074, 0.15074, 0.15074, 0.15074, 0.15074, 0.15074, 0.15074, 0.15074, 0.15074, 0.15074
ALB, 6.7815, 8.0866, 5.7988, 5.8929, 6.4466, 6.3907, 6.4465, 6.5214, 7.3211, 7.7653, 7.0273, 7.4074, 7.7159, 8.0177, 8.3061, 8.11, 8.0436, 8.2718, 8.1844, 8.6573, 8.9149, 9.6455, 9.2906, 9.513, 10.3286, 9.8756, 10.174, 10.2403, 9.944467456095703, 9.648634912191412, 9.352802368287117, 8.952822761922809, 8.5596467755385, 8.173274409134187, 7.793705662709873, 7.420940536265559, 7.05497902980124, 6.695821143316921, 6.3434668768126, 5.997916230288277, 5.659169203743952
AND, 0.47713999999999995, 0.48598, 0.49545, 0.50605, 0.51027, 0.53838, 0.56996, 0.58065, 0.5948, 0.61322, 0.62583, 0.6261899999999999, 0.6332399999999999, 0.63672, 0.66355, 0.67923, 0.6481899999999999, 0.64369, 0.64212, 0.62003, 0.6241, 0.59558, 0.59006, 0.58323, 0.56972, 0.5702, 0.5774199999999999, 0.58098, 0.5773304141822843, 0.5736808283645685, 0.5700312425468527, 0.5457002660292716, 0.5216358183065131, 0.4978378993785775, 0.47430650924546447, 0.4510416479071744, 0.4280433153637071, 0.4053115116150626, 0.3828462366612407, 0.3606474905022416, 0.3387152731380653
ANT, 5.6017, 4.5335, 3.7773, 5.7309, 5.5054, 5.4514, 5.1144, 5.3662, 0.5403899999999999, 2.3595, 5.8629, 5.9758, 5.7525, 5.7515, 6.0379, 5.994, 6.2328, 6.9968, 6.7378, 6.871, 4.7683, 6.0712, 7.2597, 6.4981, 7.1833, 7.3295, 7.5345, 7.4944, 7.2165833333333325, 7.2165833333333325, 7.2165833333333325, 7.2165833333333325, 7.2165833333333325, 7.2165833333333325, 7.2165833333333325, 7.2165833333333325, 7.2165833333333325, 7.2165833333333325, 7.2165833333333325, 7.2165833333333325, 7.2165833333333325
ARE, 61.2097, 67.2973, 68.9758, 76.3247, 83.2046, 84.7661, 77.7487, 80.9749, 103.0591, 103.0369, 137.7742, 134.6088, 125.6334, 156.3638, 171.1557, 183.0349, 186.4729, 193.729, 212.261, 215.8088, 204.1377, 205.3739, 211.7397, 205.9782, 236.8704, 254.1235, 262.4122, 259.7016, 256.4465, 258.7256, 261.35, 264.2261, 266.8126, 269.112, 271.1321, 272.8856, 274.3675, 275.6029, 276.6492, 277.5571, 278.3705
ARG, 242.8383, 252.4021, 257.77, 261.462, 266.6969, 260.6655, 272.747, 274.4033, 278.8986, 280.945, 296.9296, 293.5946, 287.0193, 304.9927, 317.2126, 326.7034, 341.3797, 355.7947, 352.1372, 341.5865, 315.8042, 325.657, 327.4683, 337.4221, 339.2946, 342.361, 347.167, 348.1714, 350.99527692307686, 353.81915384615377, 356.6430307692308, 337.7895135757753, 318.59541263628836, 299.0607279507697, 279.18545951921953, 258.96960734163775, 238.41317141802438, 217.51615174837934, 196.27854833270277, 174.70036117099468, 152.78159026325488
ARM, 25.9566, 24.3446, 28.934, 13.3996, 13.2646, 14.0969, 10.6776, 10.904000000000002, 9.4562, 7.4859, 6.072, 6.1206, 5.9108, 6.4129, 6.825, 7.6766, 8.0107, 8.826, 9.5409, 8.4695, 8.5031, 9.3504, 10.4292, 10.3439, 10.4658, 11.2202, 11.5894, 11.2487, 10.8148, 10.9463, 11.0764, 12.022123836784244, 13.004863902799665, 14.02740158616047, 15.091500857572639, 16.198472200173914, 16.13558072096863, 16.064078109598046, 15.97920711188105, 15.876234387988738, 15.750736502919354
